Probe	Chromosome	Start	End	Strand	10-30um_A	10-30um_B	40-45um_A	40-45um_B	50-55um_A	50-55um_B	60-65um_A	60-65um_B	GV
Vmn2r30	7	7311723	7337531	-	0	0	0.001804926	0	0.0230602	0.005262716	0.023210855	0.016488696	0.031449832
Gm3912	7	7366611	7374636	-	0	0	0	0.002142414	0.003481212	0.002648233	0	0.004525755	0
Vmn2r31	7	7383985	7399627	-	0	0	0	0	0.006577418	0.002501792	0.007355988	0.004275492	0.011700492
Vmn2r32	7	7463969	7479973	-	0	0	0.007803713	0	0.06979157	0.027810065	0.0706192	0.08209143	0.14976995
Vmn2r33	7	7550967	7566786	-	0	0	0	0	0	0	0	0	0
Vmn2r34	7	7670887	7689513	-	0	0	0	0	0.002351936	0.001789168	0.002630335	0.007644096	0.008367664
Vmn2r35	7	7786151	7819867	-	0	0	0	0	0	0	0	0	0
Vmn2r36	7	7876651	7902462	-	0	0	0	0.006131101	0.023245689	0.002526213	0.018569488	0.02374475	0.03150589
Vmn2r41	7	8136950	8161654	-	0	0	0	0	0.002351286	0	0	0	0.006971125
Vmn2r42	7	8183265	8200320	-	0	0	0.004429836	0	0.01509246	0.010046014	0.012659218	0.017168354	0.02908512
Vmn2r43	7	8244348	8260599	-	0	0	0.002336458	0	0	0	0	0	0
Vmn2r44	7	8367460	8383238	-	0	0	0	0	0	0	0	0	0
Vmn2r45	7	8470525	8489075	-	0	0	0	0	0	0	0	0	0
Vmn2r40	7	8907173	8931504	-	0	0	0	0	0	0	0	0	0.004695449
Vmn2r39	7	9014750	9030798	-	0	0	0	0	0	0	0	0	0
Vmn2r38	7	9074796	9097881	-	0	0	0	0	0	0	0	0	0
Vmn2r37	7	9205546	9223653	-	0	0	0	0	0	0	0	0	0
Gm10302	7	9546769	9572288	-	0	0	0	0	0	0	0	0	0
Vmn2r46	7	9754636	9770571	-	0	0	0	0	0	0	0	0	0
Vmn2r47	7	9816782	9841325	-	0	0	0	0	0	0	0	0	0
Vmn2r48	7	9927624	9953585	-	0	0	0	0	0	0	0	0	0
Vmn2r49	7	9976245	9992139	-	0	0	0	0	0	0	0	0	0
Vmn2r50	7	10037235	10053178	-	0	0	0	0	0	0	0	0	0
Vmn2r51	7	10087198	10105659	-	0.003932573	0.00737359	0.072834656	0.030679462	0.31904718	0.1441067	0.41628167	0.37373203	0.6581995
Vmn2r52	7	10158652	10176286	-	0	0	0	0	0	0	0	0	0
Vmn1r66	7	10273828	10275351	-	0	0	0	0	0	0	0	0	0
Nlrp4d	7	10358901	10388935	-	0	0.004413805	0.002335638	0.001836462	0	0	0	0.001939723	0.001769443
Vmn1r67	7	10446789	10447787	+	0	0	0	0	0	0	0	0	0
Zik1	7	10487229	10495394	-	0.30197555	0.31905222	0.22669424	0.24555407	0.24304649	0.2187873	0.16988496	0.17115201	0.1801469
Vmn1r68	7	10527210	10528169	-	0	0	0	0	0	0	0	0	0
Vmn1r69	7	10579756	10613576	-	0	0	0	0.004792964	0.003894048	0	0	0.002531232	0.002309026
Vmn1r70	7	10633587	10634483	+	0	0	0	0	0	0	0	0	0
Gm6900	7	10656479	10656820	-	0	0.018390857	0.019463647	0.045911547	0	0.018917054	0.027810797	0.016164357	0.014745357
Nlrp4b	7	10687793	10730168	+	27.399073	28.94091	48.6575	37.255913	55.58236	48.622498	51.1171	54.272594	55.1066
Vmn1r71	7	10747502	10749538	-	0	0	0	0	0	0	0	0	0
Zscan4b	7	10900740	10905050	-	0.005737432	0.007171805	0.04554094	0.014919944	0.058184277	0.044262026	0.059648927	0.08509787	0.13512935
Zscan4c	7	11005722	11010547	+	0.08316904	0.060188256	0.17662053	0.13431972	0.28114384	0.2335709	0.32683432	0.4304261	0.6624443
Zscan4d	7	11161374	11166182	-	0.02489927	0.04149887	0.13450384	0.1079158	0.29459238	0.20009173	0.38045168	0.41262102	0.73200214
Zscan4e	7	11306378	11310682	-	0.011534045	0.003604397	0.011443955	0.011997515	0.024368485	0.033367734	0.027252987	0.050688457	0.07513794
Zscan4f	7	11397915	11402741	+	0	0.005176685	0.043829247	0.02153875	0.059497207	0.037273604	0.058711678	0.07962442	0.12659162
Vmn1r72	7	11669599	11670519	-	0	0	0	0	0	0	0	0	0
Vmn1r73	7	11756257	11757168	+	0	0	0	0	0	0	0	0	0
Vmn1r74	7	11846775	11847689	+	0	0	0	0	0.009294646	0	0	0	0
Vmn1r75	7	11880343	11881260	+	0	0	0	0	0	0	0	0	0
Vmn1r76	7	11930311	11931285	-	0	0	0	0	0	0	0.009755171	0.005669958	0.015516652
Vmn1r77	7	12041299	12042219	+	0	0	0	0	0	0	0	0	0
Vmn1r78	7	12152464	12153405	+	0	0	0	0	0	0	0	0	0
Vmn1r79	7	12176193	12177113	+	0	0	0	0	0	0	0	0	0
Vmn1r80	7	12192965	12193891	+	0	0	0	0	0	0	0	0	0
Vmn1r81	7	12259759	12260679	-	0	0	0	0	0	0	0	0	0
Vmn1r82	7	12304805	12305719	+	0	0	0	0	0	0	0	0	0
Vmn1r83	7	12321180	12322175	-	0	0	0	0	0	0	0	0	0
Vmn1r84	7	12361808	12362764	-	0	0	0	0	0	0	0	0	0
Zfp551	7	12415153	12422751	-	0.70245665	0.534479	0.32323238	0.4427782	0.34844345	0.43441767	0.36803937	0.4215365	0.35200906
Zfp606	7	12478293	12496235	+	1.3942078	1.3594866	1.4673917	1.3057531	1.5624992	1.3554218	1.1913885	1.4936246	1.0276247
2900092C05Rik	7	12512517	12556323	+	0	0.00709095	0.007504585	0.005900694	0.06711636	0.014587671	0.05361495	0.093487196	0.079595
Vmn2r53	7	12581470	12606544	-	0.020783674	0.031175576	0.032994136	0.021618819	0.021077078	0.042756762	0.035357963	0.025117848	0.018746885
Vmn2r54	7	12615233	12636134	-	0.045724083	0.046763364	0.05224072	0.051885165	0.035128467	0.04542906	0.062858604	0.057086017	0.06040663
Vmn2r55	7	12651706	12684991	-	0.072923586	0.06434448	0.08228493	0.08031585	0.06162755	0.0661855	0.07297667	0.047128815	0.04729074
Vmn2r56	7	12693998	12733105	-	0.09031306	0.053757887	0.06827249	0.078285076	0.05451668	0.08017921	0.044711202	0.056699593	0.05603236
Zscan18	7	12768092	12775658	-	1.4986943	1.5437973	1.3107526	1.5603595	1.2829611	1.402408	1.356133	1.2974371	1.2822849
Zfp329	7	12804977	12818858	-	1.1331104	1.115548	1.0204363	0.9461789	1.3277386	1.2483739	1.2150493	1.3032188	1.0839415
Zfp110	7	12834761	12850577	+	3.4278336	3.082184	2.1994488	2.3194032	2.3947601	2.2964365	2.3200529	2.3558018	2.7873237
Zfp128	7	12881177	12893422	+	0.03201001	0.018467354	0.003257435	0.003841877	0.002080891	0.006331914	0.004654413	0.004057898	0.001233891
Zscan22	7	12897815	12909083	+	0.19258825	0.26768386	0.11407998	0.1599626	0.02186273	0.083157234	0.040751036	0.033159785	0.014404205
Rps5	7	12922290	12926686	+	71.47142	53.959152	39.805042	42.87948	32.939392	30.277431	28.254135	28.804716	24.371168
2310014L17Rik	7	12927416	12931072	+	0.012427853	0.001941856	0.006165391	0.014543144	0.010502749	0.009987083	0.020555431	0.008533821	0.004670804
Zfp324	7	12965838	12974236	+	0.021070886	0.048726525	0.020906303	0.02410933	0.016026258	0.014900745	0.003982953	0.010417481	0.009502974
Zfp446	7	12977848	12984340	+	0.50829035	0.5594675	0.3867028	0.53232384	0.4090301	0.4594878	0.33611703	0.40692043	0.19994307
Slc27a5	7	12988346	12998192	-	0	0	0	0	0.003478365	0	0	0	0
Zbtb45	7	13004936	13009822	-	1.2237339	1.7330106	1.2936532	1.5747896	1.3497384	1.3880477	1.3872092	1.2673045	1.2134855
Trim28	7	13024152	13031035	+	17.996761	22.838167	22.56056	24.896046	29.898596	27.804703	31.330345	30.645748	28.734869
Chmp2a	7	13032006	13034777	-	25.956549	20.870586	16.709635	17.93195	14.110116	13.888425	12.20975	12.565197	11.745034
Ube2m	7	13035120	13038275	-	4.2506766	4.8678274	4.563838	4.3459587	3.9008863	4.4667907	4.645437	4.8344646	3.9889061
Mzf1	7	13042303	13054764	-	0.27050748	0.404683	0.239842	0.38764206	0.23103723	0.30710867	0.22302717	0.26716256	0.1442068
Vmn1r85	7	13084289	13085215	-	0	0	0	0	0	0	0	0	0
Vmn1r86	7	13101997	13102947	-	0	0	0	0	0	0	0	0	0
Vmn1r87	7	13131471	13132358	-	0	0	0	0	0	0	0	0.006225462	0
Vmn1r88	7	13177719	13178669	+	0	0	0	0	0	0	0	0	0
Vmn1r89	7	13219339	13220289	+	0	0	0	0	0	0	0	0	0
6330408A02Rik	7	13258967	13278721	-	0.13979419	0.1747431	0.13185278	0.13553788	0.15824889	0.14923094	0.20552613	0.1848741	0.17513114
Lig1	7	13277283	13311433	+	3.2758965	4.244818	2.6648154	3.638787	2.3332598	2.8771648	2.9143724	2.3857872	2.2250578
Pla2g4c	7	13324655	13360672	+	69.2356	74.09963	127.06102	112.680756	143.87462	133.14977	133.66577	135.43303	136.7158
Cabp5	7	13398132	13408887	+	0	0	0.010540882	0.002072017	0.010100476	0.007683649	0	0	0.007985609
Bsph1	7	13450841	13473449	+	0	0	0	0	0	0	0	0	0
Bsph2	7	13554863	13571064	-	0	0	0	0	0	0	0.017945835	0	0.019029858
Sult2a5	7	13624027	13670801	+	0	0.006418034	0.006792415	0.005340731	0.008678164	0.019804997	0.0097054	0.016923092	0.015437486
Sult2a2	7	13733506	13779637	+	0	0.008488088	0.008983222	0.007063315	0.011477196	0	0.012835752	0.007460473	0.006805549
Sult2a1	7	13796246	13837410	-	0	0	0	0	0	0.006336565	0.009315663	0.021658022	0.014817567
Sult2a4	7	13909677	13989625	-	0.79421866	0.82940733	0.9642379	0.7058728	1.1044936	1.0470333	1.6153042	1.1929004	2.0957556
Sult2a3	7	14067452	14123044	-	0	0	0	0	0	0	0	0	0
Sult2a6	7	14222381	14254867	-	0	0	0	0	0.017215792	0.006548211	0.009626814	0	0.010208324
2810007J24Rik	7	14410686	14446769	-	0	0	0	0.002166356	0	0.010711312	0	0	0.006261894
AC092752.1	7	14465159	14492926	-	0	0	0	0	0	0.007212522	0	0	0.016865926
Vmn1r90	7	14530654	14623066	-	1.7127866	1.6869652	1.6237321	1.7585033	1.5939087	1.9980167	1.1988847	1.6572425	1.1866984
Gm4745	7	14659708	14665995	+	2.0557175	1.9770389	6.714542	4.9686975	13.958859	10.977373	16.273874	16.694056	22.335747
Obox2	7	15354037	15398545	+	16.84163	19.735374	88.63575	63.50252	160.72046	128.52113	189.49289	183.49765	219.95114
Obox3	7	15479825	15639902	-	0	0	0	0	0	0.002493115	0.010995714	0.012781989	0.038866375
Obox1	7	15512340	15556866	+	11.623767	13.37564	43.963783	36.940998	77.8458	64.81901	93.807976	94.7627	109.633415
Obox5	7	15750134	15759800	+	16.890375	15.687324	44.427048	34.41429	66.87257	57.319794	72.43387	75.256744	88.74154
Obox6	7	15833246	15839678	-	0	0	0	0	0	0	0	0.016514443	0.011298534
Crx	7	15865947	15879968	-	0	0	0	0	0	0	0	0.001749987	0
Crxos1	7	15882617	15904030	+	0	0	0	0	0	0	0	0	0
Sepw1	7	15917208	15922402	-	15.136201	20.902908	12.571506	17.557798	11.58983	14.42482	15.10693	13.805503	15.210958
Gltscr2	7	15937838	15946108	-	8.833837	9.768206	6.21565	7.0279207	5.6770267	6.066061	5.0767674	5.073155	3.431126
Ehd2	7	15946977	15967567	-	0.007892906	0.006166346	0.002610419	0.003078774	0.015008121	0.006342777	0.005594878	0.006503777	9.89E-04
Gltscr1	7	15971262	15999495	-	0.16334338	0.21708757	0.120464	0.19724832	0.25704205	0.27761483	0.33715403	0.24650039	0.33117628
Zfp541	7	16071942	16096328	+	4.1149626	4.8210254	5.3634915	5.470309	5.951916	5.678128	6.070461	6.0384874	5.610115
Napa	7	16098458	16117975	+	3.4794142	3.7711456	2.45973	3.337209	2.9314594	3.0998185	3.0347705	3.0546792	2.9690046
Kptn	7	16119895	16127516	+	1.1596618	1.0824789	0.806917	0.9556087	0.7051106	0.65064245	0.6234579	0.63373375	0.4558394
Slc8a2	7	16130300	16160509	+	0.028528575	0.028231464	0.02358812	0.018546833	0.008036478	0.00611352	0.011234694	0.002611959	0.022635326
Meis3	7	16175090	16186510	+	0.011115745	0.002315785	0.007352614	0	0.003131297	0	0	0.002035423	0
Dhx34	7	16197147	16222037	-	1.8524114	2.3360467	1.4512359	1.8346038	1.8041744	1.6540074	2.1439726	1.5576658	1.6041639
Gpr77	7	16234585	16244154	-	0.008478058	0.003532532	0.005607891	0.005879153	0.007164787	0.009084011	0.02938057	0.027943775	0.024074558
C5ar1	7	16246743	16259540	-	0	0	0.005180208	0	0	0	0	0.002151055	0
Prr24	7	16272014	16273692	-	1.0788695	2.1839662	1.5977347	2.069875	2.041307	2.3042526	2.5661793	2.271867	2.1144788
Ccdc9	7	16274042	16286795	-	1.2791753	1.8422447	1.7756486	1.933137	1.7883291	2.2520947	2.4507942	2.2275465	1.842444
Bbc3	7	16309616	16318205	+	0.045105126	0.075175375	0.043095306	0.028671853	0.008470719	0	0	0.011012371	0.002511411
Sae1	7	16327053	16387797	-	6.0786686	6.486643	4.981826	5.183911	4.6991987	4.591242	5.457382	5.1144743	4.8849864
Zc3h4	7	16401196	16437694	+	1.7435116	2.9186828	2.17117	3.2542171	3.1676092	4.0535474	4.5661755	4.2679353	4.7111087
Tmem160	7	16452779	16455489	+	1.9780747	1.5762815	1.1121538	1.054499	0.6268748	0.76300335	0.5608625	0.68593264	0.39029908
Npas1	7	16455721	16476780	-	0	0.003007974	0.015917186	0.005006137	0	0.003094038	0	0.002643812	0.002411723
Grlf1	7	16494473	16614993	-	2.3644865	3.281601	2.9630568	3.518379	3.462436	3.9705803	3.9482121	3.6865714	4.040699
Ceacam15	7	16671331	16675705	-	0	0.004521691	0	0	0	0	0	0	0
Ceacam9	7	16721929	16726110	+	0	0	0	0	0	0	0	0	0
Ap2s1	7	16738410	16749294	+	17.469494	15.254699	12.084691	13.5618515	11.088521	10.580495	10.745691	10.55461	9.4540415
Slc1a5	7	16781346	16798274	+	0.04116427	0.051455453	0.011211734	0.035262186	0.026602458	0.02023706	0.029751396	0.02660351	0.029121723
Fkrp	7	16809270	16816732	-	0.7467708	1.0456609	0.7290639	0.907486	1.0619375	1.1402065	1.3810545	1.402268	1.4051068
Strn4	7	16815889	16840931	+	3.5572543	4.0800486	4.2755156	4.38445	4.731058	4.632505	5.066207	4.8026547	4.549899
Prkd2	7	16842902	16870461	+	0.78750485	0.8655206	1.4050193	1.2496202	1.856208	1.5343206	2.7645278	1.7230593	2.347632
Dact3	7	16875317	16887301	+	1.6297957	1.8993566	2.2902544	2.1209574	2.038939	2.177896	2.1659377	2.304724	1.8277881
Gng8	7	16891786	16895435	+	0	0	0.007235399	0.005689039	0.036976527	0	0.010338361	0	0
Ptgir	7	16906490	16910905	+	0	0	0	0	0	0	0	0	0.004537713
Calm3	7	16915379	16924114	-	12.48483	12.078351	8.890075	9.180414	6.739098	7.2092476	6.378807	5.9366083	4.595439
Pnmal2	7	16944682	16948828	+	0.026693514	0.033366963	0.003210305	0.01262097	0.012304705	0.010920528	0.022935357	0.00533225	0.008512271
Pnmal1	7	16959795	16962319	+	0.79385495	0.8766745	1.2081314	0.95924085	1.7251327	1.623164	2.6345038	2.3345702	2.7098923
Ccdc8	7	16992708	16997515	+	0.033489034	0.024855195	0.01661373	0.010885849	0.028301502	0.013455975	0.011869334	0.024145676	0.009439727
Ppp5c	7	17004640	17027924	-	1.8868978	1.7148184	1.5389067	1.3401897	1.5702056	1.1882999	2.1564186	1.3238794	1.2848492
Hif3a	7	17031507	17062427	-	0.11093336	0.17989233	0.108083695	0.18867984	0.1292223	0.17636567	0.19835857	0.14329042	0.17202842
Psg16	7	17074040	17133450	+	0.47493345	0.38393593	0.39177683	0.3805271	0.5578821	0.48215738	0.62391865	0.53186864	0.8123058
Ceacam3	7	17150282	17164253	+	0	0.001919339	0	0	0	0	0	0.001686973	0
Psg29	7	17203477	17215756	+	0	0.001155977	0	0	0	0	0	0.001016028	9.27E-04
Ceacam5	7	17713252	17761121	+	0.006196708	0.015491805	0.102471784	0.058011387	0.5289192	0.43622217	0.8257957	0.83740133	0.95951957
Gm6065	7	17792574	17793065	+	0	0	0	0	0	0	0.03866379	0.011236199	0
Ceacam14	7	17812633	17815663	+	0	0	0	0	0	0.005833753	0	0	0
Gm5155	7	17871767	17919024	+	0	0	0	0	0.004382686	0.001667001	0.002450732	0.004273288	0.006496923
Ceacam11	7	17972124	17978556	+	0	0	0	0	0	0	0	0	0
Ceacam13	7	18009889	18019221	+	0	0	0	0	0	0	0	0	0
Ceacam12	7	18065929	18077986	+	0	0	0	0	0	0	0	0	0
Igfl3	7	18176494	18181862	+	0	0	0	0	0	0	0	0	0
Mill1	7	18245347	18266092	+	0.14555418	0.12634939	0.7595279	0.45420885	1.6811024	1.255457	2.090268	2.078909	2.0807836
Psg18	7	18345808	18355007	-	0	0	0	0	0	0	0	0	0.00198853
Psg28	7	18422538	18432055	-	0	0.016036902	0.003394476	0.013345019	0.00867374	0.013196599	0	0.002819077	0.005143204
Psg26	7	18474583	18484149	-	0.03424608	0.021403845	0.025888449	0.043255508	0.03307575	0.03459697	0.041614797	0.061812755	0.06128965
Psg25	7	18519704	18532227	-	0	0	0	0	0.002774748	0.00211081	0	0	0.003290644
Psg27	7	18556515	18567305	-	0	0	0.003429452	0	0.004381557	0.016665721	0.024501013	0.005696249	0.025981
Psg23	7	18606343	18616501	-	0.087749265	0.069275886	0.13746926	0.098481216	0.16002233	0.14548509	0.15277432	0.1775928	0.11340188
Psg21	7	18646654	18656725	-	0	0.002913234	0.012332686	0.01454539	0.019695695	0.029965876	0.026432494	0.028165963	0.037372205
Psg20	7	18674107	18686185	-	0.16593994	0.13716839	0.7647971	0.5512316	1.1671208	1.3076917	1.7960153	1.6319982	2.2639456
Psg22	7	18718090	18727248	+	0	0	0	0	0	0	0	0	0
Psg19	7	18789125	18798510	-	0	0.002469444	0	0	0	0.002540099	0	0	0.001979942
Psg17	7	18813937	18821607	-	1.2363673	1.0812248	0.9224101	0.9296432	0.9719545	1.2045841	1.2500556	1.121437	1.6017249
Mill2	7	18839966	18858654	+	0.008977212	0.00561077	0	0	0.00758662	0	0.00848465	0.004931498	0.004498583
Pglyrp1	7	18884690	18890438	+	0.9605353	1.3669187	1.5835006	1.4141564	1.3237706	1.5675322	1.4804655	1.453083	1.0071014
Ccdc61	7	18890883	18910415	-	3.9836485	4.2118874	3.2780929	3.2385166	2.2002952	2.8018813	2.900003	2.5114017	2.1768649
Nova2	7	18925888	18965319	+	0	0.00150255	0.008746088	0	0	0	0	0.003301607	0.004818836
Nanos2	7	18987524	18988962	+	2.4896386	2.6181474	4.0661035	4.044555	6.3828835	5.5794396	8.923033	6.9880567	9.118594
Gm10676	7	18989554	18992774	-	0.003124326	0.003905416	0	0.004874806	0	0.002008579	0.002952901	0.001716302	0
Mypop	7	18991245	19001766	+	1.2029877	1.7003807	1.3466159	1.6170996	1.3450956	1.6419481	1.8760204	1.6317751	1.7134308
Gm16266	7	18993553	19001222	-	0	0	0.023773454	0.009346278	0	0.011552915	0	0	0
Irf2bp1	7	19004065	19006761	+	1.8619443	2.6982393	2.046086	2.3540008	2.6425123	3.0752943	3.0611055	3.3288145	2.247527
Foxa3	7	19013282	19023538	-	0.034548398	0.052439645	0.042440105	0.051338065	0.07507741	0.063458875	0.10262306	0.07320337	0.140974
Sympk	7	19024377	19054618	+	5.0880165	8.296189	4.5047593	7.0422654	4.784317	5.704291	5.4032264	5.0228024	4.9696383
Rsph6a	7	19054690	19074447	+	0	0	0	0	0.003407292	0	0.003810614	0.006644483	0.002020398
Dmwd	7	19076249	19082776	+	3.1334121	5.118116	4.0244126	5.653208	4.5241528	6.015176	6.0280724	5.822728	6.0140805
Dmpk	7	19083849	19093821	+	0.09528907	0.13799514	0.20753732	0.21757619	0.23569335	0.31227556	0.3294905	0.28726265	0.3505581
Six5	7	19094594	19098549	+	0.475228	0.6839784	0.86112565	0.8668076	0.7523193	0.81112456	0.5472077	0.6783869	0.2683292
Gm4969	7	19101551	19118368	-	0.68982357	0.9727903	0.22567427	0.50253886	0.11575182	0.19852374	0.13180707	0.12585877	0.08111589
Fbxo46	7	19119859	19138261	+	5.0200834	6.5308633	5.959003	6.562725	6.82055	7.0599194	8.533437	7.8034563	8.338726
Qpctl	7	19140217	19149196	-	0.3737855	0.5510951	0.3676961	0.60065424	0.48192742	0.55762076	0.5208565	0.47384658	0.37941912
Snrpd2	7	19149722	19152735	+	39.76132	27.20053	25.486074	21.755333	18.36883	17.741358	18.060595	19.704958	14.190904
Gipr	7	19157125	19166127	-	0.005615767	0.007019723	0	0	0.009491742	0.014441143	0.00530764	0.006169877	0.002814125
Eml2	7	19176421	19206482	+	0.008528352	0.01954418	0.013162703	0.014785075	0.00720729	0.007310319	0.010747223	0.010931489	0.017094618
Gpr4	7	19212538	19224176	+	0	0	0.006924307	0.001814811	0	0	0	0	0
Opa3	7	19228334	19256543	+	1.7302779	2.0316446	1.5830176	1.9170339	1.944069	2.008797	2.1741889	2.0102582	1.9910312
Vasp	7	19256929	19271817	-	1.8616154	2.141275	1.3651696	1.5779034	1.398829	1.4170566	1.3732466	1.342371	0.99079365
1700058P15Rik	7	19258492	19259739	+	0	0	0	0	0	0	0	0	0
Ppm1n	7	19276807	19280049	-	0	0	0	0	0	0	0	0	0
Rtn2	7	19282662	19296164	+	0.004947618	0.01546134	0.006545297	0.005146427	0	0.009542231	0.004676152	0.008153702	0.002479308
Fosb	7	19302721	19310045	-	0.16097236	0.1592959	0.2040803	0.12976652	0.14057194	0.15522979	0.22060315	0.1960149	0.2446841
Ercc1	7	19344778	19356524	+	1.293919	1.1139858	0.86871296	1.0582235	0.7818438	0.8963072	0.6664936	0.741004	0.6694705
Cd3eap	7	19356849	19359483	-	1.955602	2.3192458	1.755534	1.7025232	1.8836384	1.9131683	1.9631033	1.8049256	1.4912654
Ppp1r13l	7	19359749	19378533	+	0.1731227	0.37696153	0.24010924	0.36741975	0.3091295	0.42185447	0.4354504	0.30218017	0.31623143
Ercc2	7	19382010	19395694	+	2.5532699	2.9306557	2.5492895	2.8253107	2.6513145	2.8267794	3.106566	3.0504582	2.962862
Klc3	7	19394437	19404104	-	1.9865621	2.0413218	1.9367331	1.9904469	1.5424535	1.6624906	1.3909222	1.5598881	0.89343685
Ckm	7	19411094	19421583	+	0.007111982	0	0.004704288	0	0	0	0	0.003906862	0.003563896
A930016O22Rik	7	19418812	19421417	-	0	0.00518095	0.016449507	0	0	0	0	0	0
Mark4	7	19426075	19458494	-	2.3120553	4.477111	2.8759668	4.483235	3.6405265	4.9775214	5.0440583	4.179806	4.219169
Exoc3l2	7	19489056	19496760	+	0.018288877	0.014288216	0.006048675	0.021401746	0.02318383	0.01469703	0.034570802	0.02511681	0.011455956
Bloc1s3	7	19505814	19508331	-	1.9862082	1.9965572	2.0911255	2.031586	2.2147398	2.1459033	1.8720142	2.1124794	1.4653199
Trappc6a	7	19508670	19516145	+	2.1013288	2.0535758	1.5617914	1.4386315	1.4206623	1.2084507	1.4804974	1.5656964	1.2444544
Nkpd1	7	19518731	19525050	+	0.01096635	0.002284661	0.009671728	0.003802337	0.003089212	0.00235003	0.003454883	0	0
Ppp1r37	7	19530967	19562398	-	7.6144886	9.5477705	8.115142	9.310416	8.770818	9.664164	10.29563	10.021858	9.225253
Gemin7	7	19564946	19573823	-	12.991727	12.6166115	13.694386	14.364842	13.778686	14.455519	16.179842	15.52921	14.351881
Zfp296	7	19577287	19580656	+	4.630505	8.378009	8.288078	12.746125	10.077675	17.484922	21.36	16.678574	22.350319
Clasrp	7	19581044	19604468	-	3.7720425	4.823153	3.3885727	4.570256	3.152193	4.014598	3.4148762	3.8335426	3.3260264
Relb	7	19606217	19629438	-	1.5775145	2.132175	1.6123114	2.0881777	1.2236995	1.3605379	1.0821084	1.0544153	0.7178199
Clptm1	7	19631581	19665030	-	16.635159	18.095373	14.373672	16.566042	13.963608	14.206561	14.34524	13.816508	12.813636
Apoc2	7	19671579	19681423	-	0.47509873	0.37117168	0.1285603	0.14039475	0.07300088	0.083299994	0.051026247	0.035589337	0.0216434
Apoc4	7	19678094	19681416	-	0	0	0	0	0	0	0.020498477	0	0
Apoc1	7	19689484	19692658	-	0.09370069	0.023425225	0	0.01949317	0	0.024095466	0	0	0
Apoe	7	19696109	19699166	-	0.34053102	0.3843689	0.88418037	0.6397009	1.5205196	1.4050213	1.983921	2.0800588	1.7904885
Tomm40	7	19701313	19715438	-	2.6019218	2.501625	2.583169	2.553371	2.2951791	2.2633796	2.4950595	2.1205165	1.5965058
Gm20512	7	19715016	19721731	+	0.14655517	0.23408169	0.28004974	0.24560449	0.53669816	0.4606211	0.7849125	0.9571496	0.7017645
Pvrl2	7	19716644	19749573	-	0.92735904	1.2487925	0.7836947	0.97375184	0.8010148	0.9836098	0.80182403	0.91440445	0.7520389
Bcam	7	19756131	19771016	-	0.059770443	0.07078094	0.031212412	0.053991638	0.029243708	0.016179137	0.023785664	0.034562115	0.012611222
Cblc	7	19778881	19796809	-	0	0.002475275	0.002619664	0.002059786	0	0.002546097	0.00374313	0.004351209	0
Bcl3	7	19808462	19822770	-	0	0	0.002678699	0	0	0.002603474	0.003827482	0	0
Gm16175	7	19809609	19811872	+	0	0	0	0	0	0	0	0	0
Gm16174	7	19816553	19818625	+	0	0	0	0	0	0	0	0	0
Gm19345	7	19852003	19858347	+	0	0	0	0	0	0	0	0	0
Ceacam16	7	19852097	19861299	-	0	0	0	0	0	0	0	0	0
Ceacam19	7	19875742	19887965	-	0	0	0	0	0	0	0	0	0
Pvr	7	19903578	19921160	-	0.83738065	0.88390374	0.6375928	0.7626342	0.55198133	0.6244727	0.40627006	0.47431388	0.24617764
Gm16251	7	19920729	19927607	+	0.029773533	0	0	0.015484959	0	0	0	0	0
2210010C17Rik	7	19937305	19950743	-	1.0780376	1.8420942	2.7750332	3.0132995	3.065247	3.4447808	2.9562802	3.1710632	2.9938133
Rpl7a-ps8	7	19953783	19954583	+	0.025127228	0.007852276	0.08310321	0.045739595	0.13802725	0.064615555	0.10686845	0.0966229	0.11961964
Ceacam20	7	19965412	19991113	+	0.13547626	0.13026592	0.29181358	0.30352017	0.93060356	0.6431668	1.8024505	1.5704924	3.8313599
Nlrp9b	7	20008023	20073306	+	5.283169	6.584106	18.136374	18.980085	28.864841	36.939335	40.528156	43.361996	54.492992
Vmn1r91	7	20101158	20102081	+	0	0.01361401	0.007204077	0.022657646	0.04602057	0.028007068	0.030880818	0.06581202	0.060034662
Gm16442	7	20121656	20122579	-	0	0	0	0	0	0	0	0	0
Vmn1r93	7	20138123	20139088	-	0	0	0	0	0	0	0	0	0
Vmn1r94	7	20167460	20168377	-	0	0	0	0	0	0	0	0	0
Vmn1r95	7	20193710	20194633	+	0.010891185	0.01361401	0.028816307	0.04531529	0.38657278	0.1680424	0.41174427	0.29316264	0.5785159
Gm6164	7	20204684	20205607	-	0	0	0	0	0	0	0	0	0
Gm4498	7	20232908	20233828	-	0	0	0	0	0	0	0	0	0.005475475
Gm4133	7	20333142	20334065	-	0	0	0	0	0	0	0	0	0
Gm5728	7	20374493	20375410	-	0	0	0	0	0	0	0	0	0
Vmn1r100	7	20417942	20418865	+	0	0	0.007204077	0	0.027612342	0	0.041174427	0.035897467	0.06549236
Vmn1r101	7	20441670	20442593	-	0	0	0	0	0	0	0	0	0
Gm10670	7	20473960	20474925	-	0	0	0	0	0	0	0	0	0
Vmn1r103	7	20509617	20510534	-	0	0	0	0	0	0	0	0	0
